date,likesCount,profileName,commentsCount,text,log_likesCount,log_commentsCount,interaction_term,Anomaly
2022-09-07T17:12:32.000Z,-0.1713828416965299,4dca617d86b3fdce80ba7e81fb16e048c9cd9798cdfd6d352303be10b372bb85,-0.1344595286447437,"Neat comparison I have not heard it before.
 I would say that CO2 is like a disco ball so energy and collide with countless molecules as it bounces around in our atmosphere.",1.0986122886681096,1.791759469228055,10.0,1
2022-09-08T14:51:13.000Z,-0.5376860827474823,518ab97f2d115ba5b6f03b2fba2ef2b120540c9681288b3c2c2d6abb7187f432,-0.1344595286447437,An excellent way to visualise the invisible! Thanks,0.0,1.791759469228055,0.0,1
2022-09-07T17:19:41.000Z,-0.3545344622220061,d82e8e24eb633fd625b0aef9b3cb625cfb044ceb8483e1700531f795584253ab,-0.5749914053887071,Does the CO2/ghg in the troposphere affect the stratosphere? Being warmer the troposphere must be expanding?,0.6931471805599453,1.3862943611198906,3.0,1
2022-09-08T00:51:30.000Z,0.1949203993544224,37a509fa0b5177a2233c7e2d0e2b2d6916695fa9fba3f29836974fb762ded792,-0.1344595286447437,excellent post! I defo feel the difference - one i can drink and the other makes me feel sick.,1.6094379124341005,1.791759469228055,20.0,1
2022-09-07T19:06:20.000Z,2.392739845660137,e54fbbd42a729af9d04d9a5cc1f9bbfe8081a31c219ecb5a4a60114bdb7b1d5f,4.491125177166872,"Yes, and carbon dioxide does not harm the Earth like you people are making it out to be. Fake climate change rhetoric, as usual.",2.833213344056216,3.295836866004329,416.0,1
2022-09-15T17:10:57.000Z,0.1949203993544224,191055fb869d185092abf1405f0b2f4abe73bcaa9beb854fa15c6797d2780f26,-1.0155232821326703,Excellent example...very relatable to the Gen Pop. Complex topics...explained in understandable ways. 👍⚡,1.6094379124341005,0.6931471805599453,4.0,1
2022-09-07T17:31:25.000Z,1.2938301225072797,a9117191b443a0494349d21508a3de7df675250b786612c638dc58b9921827a9,-0.1344595286447437,I am so proud of whoever created this content. Please feel very very good about yourself today,2.3978952727983707,1.791759469228055,50.0,1
2022-09-07T18:07:53.000Z,-0.3545344622220061,39c3ec5a079b6b1a62577a1d13d4e8f894c5525575b85d71cdddddc11237d293,3.389795485306963,Has the Earth ever had a concentration of over 1000 ppm?,0.6931471805599453,3.091042453358316,21.0,1
2022-09-07T22:45:56.000Z,-0.5376860827474823,1492464caa9b6757f6e740a6cc8f75a44614645e9f6c64c91496b01a8045c3d5,-0.1344595286447437,"Yes, and not even half a cup later that poor soul is gonna know it too.",0.0,1.791759469228055,0.0,1
2022-09-07T16:30:55.000Z,0.1949203993544224,31fd4cfea1a56eb21ad6a86ce4ed94e6a15e654b3557bfe451f0d70f45e39489,0.5263382864712013,Historical co2 data would make it an interesting post,1.6094379124341005,2.19722457733622,32.0,1
2022-09-07T16:13:39.000Z,0.5612236404053749,7090e32a9d6c07497fee968b4b690e3f70fe975f0738009494d4182ff41872b3,4.931657053910834,why the northern hemisphere warm more than the southern hemisphere?,1.9459101490553128,3.367295829986474,168.0,1
2022-09-07T17:10:34.000Z,-0.3545344622220061,f739631316ff10bf3563ed8b74394e9cec90985eb5f43216bfaab02a7fc14e13,0.0858064097272379,So what are we gonna do about it?,0.6931471805599453,1.9459101490553128,6.0,1
2022-09-07T16:48:17.000Z,0.0117687788289462,e4344ba4ed5d344c3f1729d4560b2c7161cf3c5f25b9a35f03851089ffe20bcd,-0.1344595286447437,Yes. I fall asleep on decaf and stay awake with real coffee. You can keep your brown sadness water thanks.,1.3862943611198906,1.791759469228055,15.0,1
2022-09-07T16:29:02.000Z,2.7590430867110896,c5d2ca04f80c06207548cd1015962461056cab5bc4c5ac0a7bc06b1a7fe91571,-1.0155232821326703,Plus you can literally measure the heat retention effect of CO2 in a glass container in a lab,2.9444389791664403,0.6931471805599453,18.0,1
